X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.417755807057475,43.789982807439266,127913381,13008,Pharmacy,RP,Madawaska Pharmacy, , , ,6043 Yonge Street, , ,Toronto,M2M3W2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763572
-79.797015693128301,43.397248720772602,127913382,13009,Pharmacy,RP,Shoppers Drug Mart #726, , , ,2080 Appleby Line, , ,Burlington,L7L6M6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763573
-79.55999014758946,43.735325491241007,127913383,13010,Pharmacy,RP,Shoppers Drug Mart #954, , , ,900 Albion Road,"Unit 1, Building A", ,Toronto,M9V1A5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763574
-79.47592544810972,44.040870948433884,127913384,13011,Pharmacy,RP,Healthshield Phar-Quaker Hill, , , ,16925 Yonge Street, , ,Newmarket,L3Y5Y1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763575
-79.473156952403613,44.098148958498307,127913385,13012,Pharmacy,RP,Healthshield Ph-Holland Lnding, , , ,45 Grist Mill Road,Unit 2, ,East Gwillimbury,L9N1M7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763576
-81.23028330577209,42.955183674664362,127913386,13014,Pharmacy,RP,Yurek Pharm&homehealth Care, , , ,555 Wellington Road, , ,London,N6C4R3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763577
-75.660252327112985,45.436291658991479,127913387,13015,Pharmacy,RP,Pharmacie Jean Coutu, , , ,262 Montreal Road, , ,Ottawa,K1L6C3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763578
-80.119092941809384,43.913869195904631,127913388,13016,Pharmacy,RP,Broadway Pharmacy, , , ,15 Brenda Boulevard,Unit 11 & 12, ,Orangeville,L9W3Y5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763579
-79.853875897552797,43.241677790627321,127913389,13017,Pharmacy,RP,Joice Pharmacy and Med Clinic, , , ,503 Concession Street, , ,Hamilton,L9R1C1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763580
-81.265003819887582,42.991373779375273,127913390,13018,Pharmacy,RP,Medsave Pharmacy, , , ,240 Wharncliffe Road North,Unit 102, ,London,N5H4P2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763581
-79.414811994198374,43.655126083943358,127913391,13019,Pharmacy,RP,Medi-Place Pharmacy, , , ,622 College Street,Unit 1A, ,Toronto,M6G1B4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763582
-75.916226496530683,45.255460217261664,127913392,13020,Pharmacy,RP,Stittsville Whole Health Pharm, , , ,1609 Stittsville Main Street,Unit C, ,Ottawa,K2S1B8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763583
-78.797322986037855,44.658953486780035,127913393,13021,Pharmacy,RP,Coby Pharmacy, , , ,6662 Ontario 35, , ,Kawartha Lakes,K0M1K0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763584
-81.539908563530972,43.615793574986363,127913394,13022,Pharmacy,RP,Pharmasave Michael's Pharmacy, , , ,46 King Street, , ,Clinton,N0M1L0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763585
-81.495620284702781,42.910025053833969,127913395,13023,Pharmacy,RP,Cds Pharmacy, , , ,22534 Adelaide Road, , ,Mount Brydges,N0L1W0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763586
-79.876146040510577,43.648389061188944,127913396,13024,Pharmacy,RP,Hill Pharmacy, , , ,400 Guelph Street,Unit 3, ,Halton Hills,L7G0J2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763587
-79.801328495803631,43.41212312319422,127913397,13025,Pharmacy,RP,Bonavista Pharmacy North Burli, , , ,5220 Dundas Street,"Unit  S, 9-11", ,Burlington,L7L0J4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763588
-79.314603180230861,43.859075724316774,127913398,13026,Pharmacy,RP,Healthpoint Pharmacy, , , ,4261 Highway 7,Unit B2, ,Markham,L3R9W6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763589
-79.467560111943357,43.665613583333922,127913399,13028,Pharmacy,RP,Dundas West Village Pharmacy, , , ,2940 Dundas Street West, , ,Toronto,M6P1Y8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763590
-79.458390716575948,43.751055698735044,127913400,13029,Pharmacy,RP,Mabuhay Pharmacy, , , ,935 Sheppard Avenue West,Unit 101, ,Toronto,M3M2T7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763591
-79.611563120019184,44.35243719583378,127913401,13030,Pharmacy,RP,Prince William Way Pharmasave, , , ,172 Prince William Way,Unit 12, ,Barrie,L9J0G7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763592
-79.659383483606334,43.783839695066369,127913402,13031,Pharmacy,RP,Brampton Community Pharmacy, , , ,3975 Cottrelle Boulevard,Unit 12, ,Brampton,L6P2P9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763593
-79.46905906779277,46.332797133384503,127913403,13032,Pharmacy,RP,Shopper's Drug Mart #1247, , , ,66 Josephine Street, , ,North Bay,P1B0A7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763594
-79.538214748689228,43.825638308045221,127913404,13033,Pharmacy,RP,Shoppers Drug Mart #1375, , , ,1 Bass Pro Mills Drive, , ,Vaughan,L4K5W4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763595
-80.189985979848075,44.0817074215269,127913405,13035,Pharmacy,RP,Shelburne Town Pharmacy, , , ,712 Main Street East,Unit 103, ,Shelburne,L9V2X4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763596
-79.786583910808375,43.634730563010258,127913406,13036,Pharmacy,RP,Whole Health Pmcy Riverview, , , ,75 Montpelier Street,Unit E105, ,Brampton,L6Y0C3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763597
-79.679240073499088,43.599174561804517,127913407,13037,Pharmacy,RP,Shoppers Drug Mart, , , ,720 Bristol Road West, , ,Mississauga,L5R4A3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763598
-79.659734482849572,43.774125993353302,127913408,13038,Pharmacy,RP,Nexus Pharmacy & Herbals, , , ,166 Davenfield Circle,Unit 2, ,Brampton,L6P4L9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763599
-79.406723995989253,43.70471529301993,127913409,13039,Pharmacy,RP,Uptown Pharmacy, , , ,243 Eglinton Avenue West, , ,Toronto,M4R1B1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763600
-79.695283452941254,44.417929703081882,127913410,13040,Pharmacy,RP,Royal Simcoe Pharmacy, , , ,181 Livingstone Street East,Unit 6, ,Barrie,L4M6Z4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763601
-79.885726130912289,43.506338935825362,127913411,13041,Pharmacy,RP,Milton Life Care Pharmacy, , , ,100 Bronte Street South,Unit 101, ,Milton,L9T1Y8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763602
-78.894064471885429,45.242981481376646,127913412,13042,Pharmacy,RP,Pharmasave Dorset Village Phcy, , , ,1103 Main Street, , ,Dorset,P0A1E0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763603
-79.303264561499248,43.688033894889543,127913413,13043,Pharmacy,RP,Shoppers Drug Mart #814, , , ,2494 Danforth Avenue, , ,Toronto,M4C1K9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763604
-79.420313295296978,43.647674882379683,127913414,13044,Pharmacy,RP,United Drug Mart, , , ,154 Ossington Avenue, , ,Toronto,M6J2Z5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763605
-80.4908732115573,43.382853285483925,127913415,13045,Pharmacy,RP,Huron Crossing Pharmasave, , , ,1415 Huron Road,Unit 207, ,Kitchener,N2R0L3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763606
-78.863300537048929,43.874189347785645,127913416,13046,Pharmacy,RP,Oshawa Lakeview Pharmacy, , , ,799 Park Road South,Unit 5, ,Oshawa,L1J4K1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763607
-79.587661542519967,43.578441362436486,127913417,13047,Pharmacy,RP,South Service Pharmacy, , , ,488 South Service Road, , ,Mississauga,L5G2S5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763608
-79.756723097876161,43.596092257636684,127913418,13048,Pharmacy,RP,North Medafix Pharmacy, , , ,6905 Millcreek Drive,Unit 3, ,Mississauga,L5N6A3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763609
-79.873433699973148,43.198317182034415,127913419,13049,Pharmacy,RP,Village Pharmacies, , , ,1620 Upper Wentworth Street, , ,Hamilton,L9B2W3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763610
-79.775649889648193,43.434841228397765,127913420,13051,Pharmacy,RP,Mint Care Pharmacy, , , ,2486 Old Bronte Road,Unit C103, ,Oakville,L6M0Y4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763611
-79.488766216211417,43.637356777388206,127913421,13052,Pharmacy,RP,Clinic Plus I.D.A Pharmacy, , , ,10 Neighbourhood Lane, , ,Toronto,M8Y0C5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763612
-79.858820420775587,43.488341633924158,127913422,13053,Pharmacy,RP,Marketplace, , , ,1015 Bronte Street,Unit 5B, ,Milton,L9T8X3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763613
-81.200799595726394,42.946083274479143,127913423,13054,Pharmacy,RP,Silver Fox Pharmacy, , , ,1208 Southdale Road East, , ,London,N6E1B4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763614
-79.252962886800063,43.005680376223673,127913424,13055,Pharmacy,RP,Niagara Street Pharmacy, , , ,545 Niagara Street North, , ,Welland,L3C1L7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763615
-79.449892241698606,44.062136953347327,127913425,13056,Pharmacy,RP,York Davis Pharmacy, , , ,679 Davis Drive, , ,Newmarket,L3Y5G8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763616
-79.550800150696077,43.803125503524775,127913426,13057,Pharmacy,RP,Wellmedica Pharmacy, , , ,Weston Road,Unit 55 - 7600, ,Vaughan,L4L8B7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763617
-75.777304152301767,45.275821226619321,127913427,13058,Pharmacy,RP,Jockvale Pharmacy, , , ,2201 Jockvale Road,Unit A1, ,Ottawa,K2J4J9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763618
-79.40686039157579,43.654141884139449,127913428,13059,Pharmacy,RP,Freshco Pharmacy #7275, , , ,410 Bathurst Street, , ,Toronto,M5T2S6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763619
-79.526092424491253,43.596344168448361,127913429,13060,Pharmacy,RP,Humber Lakeshore Pharmacy, , , ,3346 Lakeshore Boulevard West, , ,Toronto,M8W1M9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763620
-81.225531304756643,42.960462375826324,127913430,13061,Pharmacy,HOPD,London Regional Cancer Centre, , , ,800 Commissioners Road East, , ,London,N6A5W9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763621
-79.185016030949853,43.770281414783589,127913431,13062,Pharmacy,RP,Shoppers Drug Mart #1335, , , ,255 Morningside Avenue, , ,Toronto,M1E3E6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763622
-79.091783442668941,43.089610698535623,127913432,13063,Pharmacy,RP,Niagara Urgent Care Pharmacy, , , ,5845 Ferry Street, , ,Niagara Falls,L1G1S8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763623
-89.250118570126929,48.446857465328463,127913433,13064,Pharmacy,RP,Shoppers Drug Mart #1525, , , ,901 Red River Road, , ,Thunder Bay,P7B1K3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763624
-92.839838202389899,49.782798672865169,127913434,13065,Pharmacy,RP,Shoppers Drug Mart #1292, , , ,25 Duke Street, , ,Dryden,P8N1E6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763625
-75.465798665256969,45.468052472564317,127913435,13066,Pharmacy,RP,Shoppers Drug Mart #1254, , , ,1937 Portobello Boulevard, , ,Ottawa,K4A4W9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763626
-79.244101747539247,43.744174507476082,127913436,13067,Pharmacy,RP,Scarborough Discount Pharmacy, , , ,1375 Danforth Road, , ,Toronto,M1J1G7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763627
-79.762724307583255,43.683731672711644,127913437,13068,Pharmacy,RP,Catp Brampton, , , ,118 Queen Street West,Unit 301, ,Brampton,L6X1A4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763628
-75.306748095767858,45.268321844963019,127913438,13069,Pharmacy,RP,Shoppers Drug Mart 1316, , , ,703 Notre Dame Street,R.R. 3, ,Embrun,K0A1W1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763629
-78.170426721749578,43.960205094246056,127913439,13070,Pharmacy,RP,Shoppers Drug Mart 1016, , , ,270 Spring Street, , ,Cobourg,K9A3K2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763630
-79.541516150123755,43.82990090863477,127913440,13071,Pharmacy,RP,Vaughan Compounding Pharmacy, , , ,3300 Rutherford Road,Unit B7, ,Vaughan,L4K5Z2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763631
-79.100639048137282,43.121102003762907,127913441,13072,Pharmacy,RP,Livewell Pharmacy, , , ,3531 Portage Road, , ,Niagara Falls,L2J2K5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763632
-79.072714537898889,43.104973002143652,127913442,13073,Pharmacy,RP,Community Health Pharmacy, , , ,4790 Victoria Avenue, , ,Niagara Falls,L2E4C2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763633
-82.917511769766179,42.292694174585336,127913443,13074,Pharmacy,RP,Twin Oaks Pharmacy, , , ,8100 Twin Oaks Drive,Unit 6, ,Windsor,N8N5C2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763634
-76.596967849180459,44.40956264182806,127913444,13075,Pharmacy,RP,Drugsmart Pharmacy #001, , , ,4375 Mill Street,Postal Office Box 449, ,Sydenham,K0H2T0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763635
-79.41095930225255,43.760264402555428,127913445,13076,Pharmacy,RP,Yuns Pharmacy, , , ,4750 Yonge Street,Unit 120, ,Toronto,M2N0J6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763636
-80.509308728344863,43.50451390592184,127913446,13077,Pharmacy,RP,East Bridge Pharmacy, , , ,370 East Bridge Boulevard,Unit 4, ,Waterloo,N2K4P1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763637
-78.289834560471434,43.963119389399026,127913447,13078,Pharmacy,RP,Shoppers Drug Mart 3080, , , ,249 Ontario Street, , ,Port Hope,L1A3Y9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763638
-78.588439252579562,43.917390867888166,127913448,13079,Pharmacy,RP,Shoppers Drug Mart 1251, , , ,1 King Avenue East, , ,Newcastle,L1B1H3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763639
-79.491216129736742,43.781292802494228,127913449,13080,Pharmacy,RP,York Specialized Pharmacy Serv, , , ,2899 Steeles Avenue West,"Unit 16, Suite ELES", ,Toronto,M3J3A1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763640
-82.973635484909934,42.269333167643957,127913450,13081,Pharmacy,RP,Walker Centre Pharmacy, , , ,3719 Walker Road, , ,Windsor,N8W3S9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763641
-80.728154340115296,42.862178782204367,127913451,13082,Pharmacy,RP,Shoppers Drug Mart 1176, , , ,200 Broadway Street,Unit A, ,Tillsonburg,N4G5A7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763642
-81.977424402650811,42.552282867024132,127913452,13083,Pharmacy,RP,Thamesville Pharmacy, , , ,28 Victoria Street, , ,Chatham-Kent,N0P2K0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763643
-79.132487920097404,43.837870129047722,127911752,13084,Pharmacy,RP,Fill-Rite Pharmacy, , , ,550 Finch Avenue, , ,Pickering,K1V0B2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763644
-81.224688701910523,42.931586470764358,127911754,13085,Pharmacy,RP,Shoppers Drug Mart #1390, , , ,1105 Wellington Road, , ,London,N6E1V4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763645
-79.400261390653441,43.667576686804331,127911755,13086,Pharmacy,RP,Snowdon Guardian Pharmacy, , , ,264 Bloor Street West, , ,Toronto,M5S1V8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763646
-81.298117833059948,43.022548883268627,127911756,13087,Pharmacy,RP,Guardian Fanshawe Pharmacy, , , ,267 Fanshawe Park Road West, , ,London,N6G5A9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763647
-79.678031309569008,44.0059883328572,127911758,13088,Pharmacy,RP,Schomberg Village Pharmacy, , , ,50 Dr. Kay Drive,"Unit  S, 11a & 11b", ,Schomberg,L0G1T0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763648
-79.463422912126134,43.682628786511223,127911760,13089,Pharmacy,RP,Pharmacy Go Caledonia, , , ,324 Silverthorn Avenue, , ,Toronto,M6N3K6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763649
-79.287720255895522,43.680732794326531,127911761,13090,Pharmacy,RP,Upper Beaches Pharmacy, , , ,952 Kingston Road,Unit 102, ,Toronto,M4E1S7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763650
-75.663646422602724,45.369784347487176,127911762,13091,Pharmacy,RP,Shoppers Drug Mart #620, , , ,1180 Walkley Road, , ,Ottawa,K1V2M5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763651
-83.021438303609827,42.313599573106977,127911764,13092,Pharmacy,RP,The Olde Walkerville Pharmacy, , , ,870 Erie Street East, , ,Windsor,N9A3Y6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763652
-79.675334865934886,43.527594049409537,127911765,13093,Pharmacy,RP,Woodchester Ida Pharmacy, , , ,2458 Dundas Street West,Unit 13, ,Mississauga,L5K1R8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763653
-77.856565017063843,45.061572998888245,127911768,13094,Pharmacy,RP,Shoppers Drug Mart #1406, , , ,118 Hastings Street, , ,Bancroft,K0L1C0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763654
-80.763918974650039,43.12585492720622,127911769,13095,Pharmacy,RP,Pharmacy Corner-Woodstock, , , ,300 Main Street, , ,Woodstock,N4S1T3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763655
-79.51383182253268,43.618450872902471,127911770,13096,Pharmacy,RP,Medipax Pharmacy Services Ltd, , , ,200 Evans Avenue,Unit 6, ,Toronto,M8Z1J7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763656
-80.626175921297985,46.10620843812675,127911772,13097,Pharmacy,RP,Pharmacie Alban Pharmacy, , , ,24 Delamere Road,"Unit 101, Postal Office Box 100", ,French River,P0M1A0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763657
-79.351571978196034,43.702538895197669,127911773,13098,Pharmacy,RP,Shifa Pharmacy, , , ,1 Leaside Park Drive,Unit 4, ,Toronto,M4H1R1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763658
-75.768771357407175,45.369416742997011,127911774,13100,Pharmacy,RP,Shoppers Drug Mart #622, , , ,2148 Carling Avenue,Unit 1, ,Ottawa,K2A1H1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763659
-79.415572505244128,43.777401005339883,127911776,13101,Pharmacy,RP,Dynasty Pharmacy, , , ,5460 Yonge Street,Unit 106, ,Toronto,M2N6K7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763660
-79.427685796885171,43.639006780515182,127911778,13102,Pharmacy,RP,Charles Pharmacy, , , ,1204 King Street West, , ,Toronto,M6K1G4,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763661
-79.851841096825424,43.240729090554098,127911779,13103,Pharmacy,RP,Medisource Pharmacy, , , ,566 Concession Street, , ,Hamilton,L8V1B1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763662
-79.712722082594382,43.581581257150205,127911780,13104,Pharmacy,RP,Pharmasave Village Square Phcy, , , ,10 Main Street, , ,Mississauga,L5M1X3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763663
-79.28889236312655,43.758661607942223,127911782,13105,Pharmacy,RP,Pharmakeio Guardian, , , ,1515 Birchmount Road,Unit 5, ,Toronto,M1P2G7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763664
-79.789525951236243,47.065120634341305,127911783,13106,Pharmacy,RP,Temagami Pharmasave, , , ,6729 Highway 11 North,Postal Office Box 219, ,Temagami,P0H2H0,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763665
-79.865677357050458,43.869306000231838,127911785,13107,Pharmacy,RP,Pharmasave #638, , , ,15955 Airport Road,Unit 102, ,Caledon,L7C1H9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763666
-75.643560322125666,45.442769960799183,127911786,13108,Pharmacy,RP,Refresh Pharmacy, , , ,595 Montreal Road,Unit 103, ,Ottawa,K1K4L2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763667
-79.242097296818628,43.164947105165545,127911787,13109,Pharmacy,RP,Singar's Pharmacy, , , ,164 Welland Avenue, , ,St. Catharines,L2R2N6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763668
-79.207225982339665,43.124894999607825,127911788,13110,Pharmacy,RP,Thorold Medical Pharmacy, , , ,60 Albert Street West, , ,Thorold,L2V2G7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763669
-77.576023841604496,44.09967034510106,127911789,13111,Pharmacy,RP,Trent Drug Mart, , , ,31 Quinte Street,"Unit  S, 2-4", ,Quinte West,K8V3S7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763670
-80.268981356374667,43.549977525356759,127911792,13112,Pharmacy,RP,Westmount Pharmacy Remedy's Rx, , , ,77 Westmount Road, , ,Guelph,N1H5J1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763671
-79.835583132688782,43.705183073034853,127911793,13113,Pharmacy,RP,Pharmaguard, , , ,10990 Chinguacousy Road, , ,Brampton,L7A0P1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763672
-79.612440550804521,43.582940662072382,127911795,13114,Pharmacy,RP,Restore Pharmaceuticals, , , ,130 Dundas Street East,Unit 202, ,Mississauga,L5A3V8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763673
-76.663108055415307,44.224064306468087,127911796,13115,Pharmacy,RP,Loyalist Pharmacy, , , ,200 Speers Boulevard,Unit 102, ,Amherstview,K7N0B6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763674
-79.787135511017098,43.635104063049816,127911797,13116,Pharmacy,RP,Freshco Pharmacy #7276, , , ,8405 Financial Drive,Unit 11, ,Brampton,L6Y1M1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763675
-79.262896173011001,43.963829444997295,127911799,13117,Pharmacy,RP,Great North Pharmacy, , , ,155 Mostar Street,Unit 4, ,Whitchurch-Stouffville,L4A0Y2,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763676
-79.800477520708711,43.696152173109219,127911802,13118,Pharmacy,RP,Shoppers Drug Mart #1199, , , ,10088 Mclaughlin Road, , ,Brampton,L7A2X6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763677
-79.260941552739737,43.742128006338319,127911803,13119,Pharmacy,RP,Pharmazone Pharmacy, , , ,1069 Midland Avenue, , ,Toronto,M1K4G7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763678
-78.331421004968391,44.31960104971418,127911804,13120,Pharmacy,RP,The Medicine Shoppe, , , ,860 Chemong Road, , ,Peterborough,K9H5Z8,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763679
-79.513208233070586,43.739840194215773,127911807,13121,Pharmacy,RP,Lily Pharmacy, , , ,2705 Jane Street, , ,Toronto,M3L1S3,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763680
-80.515452925385034,43.450234996125701,127911809,13122,Pharmacy,RP,Belmont Drugs Pharmacy, , , ,564 Belmont Avenue West,Unit 108A, ,Kitchener,N2M5N6,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763681
-79.288760259807418,43.721464701427173,127911810,13123,Pharmacy,RP,Eglinton Town Pharmacy Inc, , , ,127 Lebovic Avenue,Unit 1, ,Toronto,M1L4V9,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763682
-79.815885626879322,43.7103112748594,127911811,13124,Pharmacy,RP,Potters Wheel Pharmacy, , , ,10725 Mclaughlin Road,Unit 3, ,Brampton,L7A3E5,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763683
-79.286822897351399,43.003390874277684,127911812,13125,Pharmacy,RP,Shoppers Drug Mart #1194, , , ,595 South Pelham Road, , ,Welland,L3C3C7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763684
-75.284781888745073,45.271509346417666,127911813,13126,Pharmacy,RP,Embrun Compounding Pharmacy, , , ,934 Notre Dame Street, , ,Embrun,K0A1W1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763685
-80.434434097931813,43.429754696407315,127911815,13127,Pharmacy,RP,Faircare & Cde Pharmacy, , , ,2934 King Street East,Unit 4, ,Kitchener,N2A1A7,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763686
-79.386986686172051,43.664772686927776,127911816,13129,Pharmacy,RP,Shoppers Drug Mart #1149, , , ,951 Bay Street,Unit G41, ,Toronto,M5S0E1,,2020-04-03T20:42:44.000Z,2020-04-03T20:42:44.000Z,763687
